,postcodeDistrict,retailNum
1350,LN2,13
1351,LN3,2
1352,LN4,11
1353,LN5,16
1354,LN6,25
1355,LN7,1
1356,LN8,3
1357,LN9,5
1358,LS1,16
1359,LS10,13
1360,LS11,11
1361,LS12,10
1362,LS13,8
1363,LS14,6
1364,LS15,8
1365,LS16,8
1366,LS17,12
1367,LS18,5
1368,LS19,4
1369,LS2,9
1370,LS20,5
1371,LS21,3
1372,LS22,8
1373,LS24,1
1374,LS25,12
1375,LS26,6
1376,LS27,6
1377,LS28,8
1378,LS29,8
1379,LS3,4
1380,LS4,2
1381,LS5,3
1382,LS6,7
1383,LS7,9
1384,LS8,8
1385,LS9,9
1386,LU1,13
1387,LU2,9
1388,LU3,12
1389,LU4,7
1390,LU5,12
1391,LU6,7
1392,LU7,15
1393,M1,20
1394,M11,7
1395,M12,3
1396,M13,9
1397,M14,5
1398,M15,10
1399,M16,7
1400,M17,2
1401,M18,4
1402,M19,6
1403,M2,3
1404,M20,11
1405,M21,7
1406,M22,10
1407,M23,8
1408,M24,10
1409,M25,8
1410,M26,6
1411,M27,8
1412,M28,10
1413,M29,6
1414,M3,10
1415,M30,10
1416,M31,2
1417,M32,8
1418,M33,15
1419,M34,7
1420,M35,4
1421,M38,2
1422,M4,8
1423,M40,5
1424,M41,14
1425,M43,3
1426,M44,3
1427,M45,3
1428,M46,7
1429,M5,7
1430,M50,6
1431,M6,8
1432,M60,1
1433,M7,2
1434,M8,8
1435,M9,9
1436,M90,2
1437,ME1,8
1438,ME10,16
1439,ME11,3
1440,ME12,8
1441,ME13,7
1442,ME14,6
1443,ME15,12
1444,ME16,11
1445,ME17,6
1446,ME19,5
1447,ME2,15
1448,ME20,7
1449,ME3,6
1450,ME4,8
1451,ME5,9
1452,ME6,2
1453,ME7,11
1454,ME8,11
1455,ME9,4
1456,MK1,5
1457,MK10,9
1458,MK11,1
1459,MK12,7
1460,MK13,2
1461,MK14,8
1462,MK15,2
1463,MK16,5
1464,MK17,3
1465,MK18,10
1466,MK19,1
1467,MK2,5
1468,MK3,5
1469,MK4,7
1470,MK40,10
1471,MK41,12
1472,MK42,18
1473,MK43,10
1474,MK44,1
1475,MK45,10
1476,MK46,4
1477,MK5,2
1478,MK6,6
1479,MK7,4
1480,MK8,1
1481,MK9,5
1482,ML1,18
1483,ML10,3
1484,ML11,10
1485,ML12,3
1486,ML2,13
1487,ML3,20
1488,ML4,6
1489,ML5,13
1490,ML6,16
1491,ML7,5
1492,ML8,5
1493,ML9,8
1494,Ml8,1
1495,N1,30
1496,N10,5
1497,N11,7
1498,N12,7
1499,N13,2
1500,N14,5
1501,N15,7
1502,N16,9
1503,N17,11
1504,N18,5
1505,N19,9
1506,N2,4
1507,N20,3
1508,N21,4
1509,N22,8
1510,N3,3
1511,N4,15
1512,N5,2
1513,N6,4
1514,N7,15
1515,N8,9
1516,N9,4
1517,NE1,12
1518,NE10,8
1519,NE11,8
1520,NE12,7
1521,NE13,3
1522,NE15,7
1523,NE16,7
1524,NE17,1
1525,NE2,6
1526,NE20,3
1527,NE21,4
1528,NE22,6
1529,NE23,8
1530,NE24,12
1531,NE25,8
1532,NE26,5
1533,NE27,6
1534,NE28,10
1535,NE29,9
1536,NE3,16
1537,NE30,6
1538,NE31,4
1539,NE32,5
1540,NE33,11
1541,NE34,13
1542,NE35,2
1543,NE36,1
1544,NE37,7
1545,NE38,6
1546,NE39,1
1547,NE4,8
1548,NE40,4
1549,NE41,2
1550,NE42,4
1551,NE43,1
1552,NE45,2
1553,NE46,8
1554,NE47,3
1555,NE48,1
1556,NE49,2
1557,NE5,12
1558,NE6,12
1559,NE61,9
1560,NE62,1
1561,NE625,1
1562,NE63,10
1563,NE64,1
1564,NE65,7
1565,NE66,10
1566,NE68,1
1567,NE7,6
1568,NE70,1
1569,NE71,1
1570,NE8,5
1571,NE9,9
1572,NE96,1
1573,NG1,12
1574,NG10,13
1575,NG11,14
1576,NG12,11
1577,NG13,8
1578,NG14,8
1579,NG15,9
1580,NG157,1
1581,NG16,20
1582,NG17,24
1583,NG18,14
1584,NG19,7
1585,NG2,18
1586,NG20,6
1587,NG21,7
1588,NG22,6
1589,NG23,3
1590,NG24,20
1591,NG25,3
1592,NG3,11
1593,NG31,15
1594,NG32,2
1595,NG33,2
1596,NG34,13
1597,NG4,13
1598,NG5,21
1599,NG6,7
1600,NG7,13
1601,NG8,18
1602,NG9,20
1603,NH18,1
1604,NN1,12
1605,NN10,11
1606,NN11,11
1607,NN12,6
1608,NN13,7
1609,NN14,13
1610,NN15,10
1611,NN16,12
1612,NN17,12
1613,NN18,10
1614,NN2,11
1615,NN29,2
1616,NN3,12
1617,NN4,9
1618,NN5,14
1619,NN6,5
1620,NN7,3
1621,NN8,17
1622,NN9,9
1623,NP10,5
1624,NP11,4
1625,NP12,9
1626,NP13,3
1627,NP15,2
1628,NP16,6
1629,NP18,5
1630,NP19,14
1631,NP20,20
1632,NP22,3
1633,NP23,8
1634,NP25,10
1635,NP26,5
1636,NP4,10
1637,NP44,12
1638,NP7,8
1639,NP8,1
1640,NR1,11
1641,NR10,5
1642,NR11,7
1643,NR12,1
1644,NR13,7
1645,NR14,4
1646,NR15,2
1647,NR16,3
1648,NR17,3
1649,NR18,6
1650,NR19,8
1651,NR2,9
1652,NR20,1
1653,NR21,5
1654,NR23,1
1655,NR24,2
1656,NR25,2
1657,NR26,3
1658,NR27,6
1659,NR28,3
1660,NR29,4
1661,NR3,10
1662,NR30,10
1663,NR31,20
1664,NR32,11
1665,NR33,10
1666,NR34,7
1667,NR35,1
1668,NR4,14
1669,NR5,8
1670,NR6,7
1671,NR7,9
1672,NR8,4
1673,NR9,2
1674,NW1,23
1675,NW10,12
1676,NW11,6
1677,NW2,13
1678,NW3,14
1679,NW4,8
1680,NW5,8
1681,NW6,19
1682,NW7,9
1683,NW8,2
1684,NW9,17
1685,O16,1
1686,OL1,4
1687,OL10,9
1688,OL11,8
1689,OL12,10
1690,OL13,4
1691,OL14,3
1692,OL15,3
1693,OL16,11
1694,OL2,8
1695,OL3,3
1696,OL4,4
1697,OL5,1
1698,OL6,9
1699,OL7,2
1700,OL8,5
1701,OL9,8
1702,OX1,10
1703,OX10,9
1704,OX11,11
1705,OX12,5
1706,OX13,5
1707,OX14,10
1708,OX15,5
1709,OX16,22
1710,OX17,2
1711,OX18,7
1712,OX2,15
1713,OX20,1
1714,OX25,2
1715,OX26,17
1716,OX27,3
1717,OX28,12
1718,OX29,5
1719,OX3,14
1720,OX33,3
1721,OX39,1
1722,OX4,19
1723,OX44,1
1724,OX49,1
1725,OX5,7
1726,OX7,6
1727,OX8,1
1728,OX9,5
1729,P012,1
1730,P02,1
1731,PA1,7
1732,PA10,1
1733,PA11,1
1734,PA12,1
1735,PA13,1
1736,PA14,8
1737,PA15,6
1738,PA16,5
1739,PA18,2
1740,PA19,2
1741,PA2,7
1742,PA20,2
1743,PA23,3
1744,PA28,2
1745,PA29,1
1746,PA3,6
1747,PA31,3
1748,PA32,1
1749,PA34,5
1750,PA35,1
1751,PA4,6
1752,PA42,2
1753,PA43,2
1754,PA44,1
1755,PA48,1
1756,PA5,4
1757,PA6,1
1758,PA60,1
1759,PA65,1
1760,PA7,2
1761,PA72,1
1762,PA75,1
1763,PA76,1
1764,PA77,1
1765,PA8,3
1766,PE1,15
1767,PE10,8
1768,PE11,16
1769,PE12,10
1770,PE13,6
1771,PE14,6
1772,PE15,9
1773,PE16,2
1774,PE19,15
1775,PE2,13
1776,PE20,6
1777,PE21,17
1778,PE216,1
1779,PE22,1
1780,PE23,3
1781,PE24,4
1782,PE25,18
1783,PE26,3
1784,PE27,7
1785,PE28,10
1786,PE29,9
1787,PE3,8
1788,PE30,16
1789,PE31,6
1790,PE32,1
1791,PE33,1
1792,PE34,2
1793,PE36,2
1794,PE37,6
1795,PE38,3
1796,PE4,11
1797,PE6,8
1798,PE7,14
1799,PE8,3
1800,PE9,8
1801,PH1,17
1802,PH10,6
1803,PH11,2
1804,PH12,1
1805,PH13,2
1806,PH14,1
1807,PH15,1
1808,PH16,1
1809,PH18,1
1810,PH2,11
1811,PH20,1
1812,PH21,1
1813,PH22,4
1814,PH23,1
1815,PH26,1
1816,PH3,2
1817,PH32,1
1818,PH33,12
1819,PH34,1
1820,PH39,1
1821,PH41,1
1822,PH43,1
1823,PH49,1
1824,PH50,1
1825,PH7,4
1826,PH8,1
1827,PH9,1
1828,PL1,17
1829,PL10,2
1830,PL11,3
1831,PL12,7
1832,PL13,6
1833,PL14,6
1834,PL15,11
1835,PL17,2
1836,PL18,1
1837,PL19,7
1838,PL2,6
1839,PL20,3
1840,PL21,7
1841,PL22,1
1842,PL23,1
1843,PL24,4
1844,PL25,11
1845,PL26,6
1846,PL27,9
1847,PL28,2
1848,PL29,1
1849,PL3,9
1850,PL30,2
1851,PL31,10
1852,PL32,2
1853,PL33,1
1854,PL34,1
1855,PL4,13
1856,PL5,7
1857,PL6,11
1858,PL7,8
1859,PL8,1
1860,PL9,5
1861,PO1,15
1862,PO10,7
1863,PO11,6
1864,PO12,13
1865,PO13,14
1866,PO14,12
1867,PO15,8
1868,PO16,11
1869,PO17,1
1870,PO18,3
1871,PO19,18
1872,PO2,10
1873,PO20,7
1874,PO21,13
1875,PO22,9
1876,PO3,9
1877,PO30,9
1878,PO31,4
1879,PO32,2
1880,PO33,8
1881,PO35,2
1882,PO36,6
1883,PO37,3
1884,PO38,3
1885,PO4,14
1886,PO40,3
1887,PO5,10
1888,PO6,11
1889,PO7,12
1890,PO8,7
1891,PO9,15
1892,PR1,28
1893,PR2,24
1894,PR25,15
1895,PR26,2
1896,PR3,15
1897,PR4,21
1898,PR5,15
1899,PR6,8
1900,PR7,20
1901,PR8,19
1902,PR9,15
1903,RG1,17
1904,RG10,4
1905,RG12,16
1906,RG14,15
1907,RG17,7
1908,RG18,4
1909,RG19,5
1910,RG2,13
1911,RG20,3
1912,RG21,10
1913,RG22,12
1914,RG23,4
1915,RG24,9
1916,RG25,3
1917,RG26,7
1918,RG27,4
1919,RG28,2
1920,RG29,2
1921,RG30,11
1922,RG31,5
1923,RG4,8
1924,RG40,9
1925,RG41,4
1926,RG42,6
1927,RG45,4
1928,RG5,4
1929,RG6,14
1930,RG7,8
1931,RG8,4
1932,RG9,4
1933,RH1,10
1934,RH10,22
1935,RH11,9
1936,RH12,13
1937,RH13,11
1938,RH14,5
1939,RH15,10
1940,RH16,13
1941,RH17,3
1942,RH18,2
1943,RH19,8
1944,RH2,7
1945,RH20,7
1946,RH3,2
1947,RH4,7
1948,RH5,1
1949,RH6,12
1950,RH7,4
1951,RH8,4
1952,RH9,1
1953,RM1,9
1954,RM10,6
1955,RM11,10
1956,RM12,5
1957,RM13,3
1958,RM14,7
1959,RM15,5
1960,RM16,9
1961,RM17,6
1962,RM18,5
1963,RM2,3
1964,RM20,7
1965,RM3,9
1966,RM4,1
1967,RM5,3
1968,RM6,6
1969,RM7,7
1970,RM8,7
1971,RM9,7
1972,S015,1
1973,S021,1
1974,S1,14
1975,S10,12
1976,S11,11
1977,S12,7
1978,S13,6
1979,S14,1
1980,S17,4
1981,S18,6
1982,S2,12
1983,S20,8
1984,S21,5
1985,S25,7
1986,S26,7
1987,S3,4
1988,S32,1
1989,S33,2
1990,S35,11
1991,S36,8
1992,S4,2
1993,S40,15
1994,S41,16
1995,S42,6
1996,S43,6
1997,S44,7
1998,S45,3
1999,S5,10
2000,S6,20
2001,S60,11
2002,S61,7
2003,S613,1
2004,S62,7
2005,S63,11
2006,S64,7
2007,S65,7
2008,S66,13
2009,S7,3
2010,S70,11
2011,S71,14
2012,S72,5
2013,S73,8
2014,S74,5
2015,S75,11
2016,S8,18
2017,S80,11
2018,S81,7
2019,S9,5
2020,SA1,20
2021,SA10,6
2022,SA11,10
2023,SA12,6
2024,SA13,5
2025,SA14,13
2026,SA15,7
2027,SA16,1
2028,SA17,2
2029,SA18,6
2030,SA19,1
2031,SA2,9
2032,SA20,1
2033,SA3,7
2034,SA31,10
2035,SA32,3
2036,SA33,2
2037,SA34,2
2038,SA38,1
2039,SA4,10
2040,SA41,1
2041,SA42,1
2042,SA43,3
2043,SA44,1
2044,SA48,2
2045,SA5,7
2046,SA6,8
2047,SA61,6
2048,SA62,2
2049,SA64,2
2050,SA65,1
2051,SA66,1
2052,SA67,2
2053,SA68,1
2054,SA69,2
2055,SA7,7
2056,SA70,4
2057,SA71,3
2058,SA72,6
2059,SA73,6
2060,SA8,3
2061,SA9,2
2062,SE1,44
2063,SE10,16
2064,SE11,3
2065,SE12,5
2066,SE13,12
2067,SE14,3
2068,SE15,11
2069,SE16,9
2070,SE17,7
2071,SE18,12
2072,SE19,6
2073,SE2,4
2074,SE20,9
2075,SE21,1
2076,SE22,7
2077,SE23,4
2078,SE24,3
2079,SE25,6
2080,SE26,6
2081,SE27,6
2082,SE28,4
2083,SE3,5
2084,SE4,7
2085,SE5,13
2086,SE6,12
2087,SE7,9
2088,SE8,8
2089,SE9,15
2090,SG1,16
2091,SG11,1
2092,SG12,4
2093,SG13,1
2094,SG14,7
2095,SG17,6
2096,SG18,8
2097,SG19,5
2098,SG2,8
2099,SG3,2
2100,SG4,4
2101,SG5,7
2102,SG6,10
2103,SG7,2
2104,SG8,7
2105,SG9,2
2106,SK1,9
2107,SK10,12
2108,SK102,1
2109,SK11,10
2110,SK12,5
2111,SK13,8
2112,SK14,9
2113,SK15,4
2114,SK16,2
2115,SK17,9
2116,SK2,6
2117,SK22,2
2118,SK23,5
2119,SK3,5
2120,SK4,12
2121,SK5,3
2122,SK6,13
2123,SK7,14
2124,SK8,19
2125,SK9,15
2126,SL0,3
2127,SL1,14
2128,SL2,8
2129,SL3,11
2130,SL4,15
2131,SL5,5
2132,SL6,22
2133,SL7,4
2134,SL8,3
2135,SL9,6
2136,SM1,11
2137,SM2,2
2138,SM3,7
2139,SM4,5
2140,SM5,11
2141,SM6,9
2142,SM7,5
2143,SN1,8
2144,SN10,9
2145,SN11,7
2146,SN12,11
2147,SN13,6
2148,SN14,12
2149,SN15,12
2150,SN16,6
2151,SN2,13
2152,SN25,10
2153,SN3,12
2154,SN4,9
2155,SN5,9
2156,SN6,10
2157,SN7,6
2158,SN8,4
2159,SN9,2
2160,SO14,10
2161,SO15,20
2162,SO16,16
2163,SO17,4
2164,SO18,12
2165,SO19,15
2166,SO20,2
2167,SO21,7
2168,SO22,6
2169,SO23,9
2170,SO24,2
2171,SO30,11
2172,SO31,13
2173,SO32,2
2174,SO40,14
2175,SO41,11
2176,SO42,2
2177,SO43,2
2178,SO45,10
2179,SO50,15
2180,SO51,11
2181,SO52,2
2182,SO53,8
2183,SP1,11
2184,SP10,17
2185,SP11,8
2186,SP2,7
2187,SP3,3
2188,SP4,17
2189,SP5,3
2190,SP6,2
2191,SP7,6
2192,SP8,9
2193,SP9,5
2194,SR1,4
2195,SR2,7
2196,SR3,6
2197,SR4,10
2198,SR5,10
2199,SR6,6
2200,SR7,11
2201,SR8,12
2202,SS0,10
2203,SS1,12
2204,SS11,2
2205,SS12,5
2206,SS13,6
2207,SS14,8
2208,SS15,4
2209,SS16,4
2210,SS17,7
2211,SS2,11
2212,SS3,6
2213,SS4,3
2214,SS5,5
2215,SS6,7
2216,SS7,11
2217,SS8,10
2218,SS9,14
2219,ST1,12
2220,ST10,5
2221,ST11,2
2222,ST13,10
2223,ST14,9
2224,ST15,6
2225,ST16,15
2226,ST17,10
2227,ST18,4
2228,ST19,5
2229,ST2,10
2230,ST20,1
2231,ST21,1
2232,ST3,18
2233,ST4,17
2234,ST5,24
2235,ST6,15
2236,ST7,11
2237,ST71,1
2238,ST8,2
2239,ST9,3
2240,SW1,20
2241,SW10,6
2242,SW11,18
2243,SW12,9
2244,SW13,5
2245,SW14,3
2246,SW15,17
2247,SW16,17
2248,SW17,19
2249,SW18,14
2250,SW19,27
2251,SW2,14
2252,SW20,7
2253,SW3,6
2254,SW4,11
2255,SW5,4
2256,SW6,21
2257,SW7,5
2258,SW8,13
2259,SW9,15
2260,SW99,1
2261,SY1,15
2262,SY10,2
2263,SY11,15
2264,SY12,2
2265,SY13,7
2266,SY14,2
2267,SY15,2
2268,SY16,6
2269,SY17,1
2270,SY18,2
2271,SY2,7
2272,SY20,3
2273,SY21,4
2274,SY22,5
2275,SY23,8
2276,SY24,1
2277,SY25,1
2278,SY3,11
2279,SY4,5
2280,SY5,2
2281,SY6,1
2282,SY7,2
2283,SY8,6
2284,SY9,2
2285,Sl2,1
2286,TA1,19
2287,TA10,1
2288,TA11,2
2289,TA12,1
2290,TA13,2
2291,TA14,1
2292,TA16,1
2293,TA18,2
2294,TA19,4
2295,TA2,9
2296,TA20,4
2297,TA21,5
2298,TA22,1
2299,TA23,2
2300,TA24,7
2301,TA3,1
2302,TA4,5
2303,TA5,3
2304,TA6,23
2305,TA7,1
2306,TA8,4
2307,TA9,5
2308,TD1,8
2309,TD11,2
2310,TD12,1
2311,TD14,3
2312,TD15,8
2313,TD2,1
2314,TD4,1
2315,TD5,4
2316,TD6,3
2317,TD7,2
2318,TD8,3
2319,TD9,8
2320,TF1,14
2321,TF10,4
2322,TF11,4
2323,TF12,2
2324,TF13,1
2325,TF2,8
2326,TF3,8
2327,TF4,2
2328,TF5,1
2329,TF7,4
2330,TF8,1
2331,TF9,8
2332,TN1,4
2333,TN10,5
2334,TN11,3
2335,TN12,8
2336,TN13,8
2337,TN14,2
2338,TN15,5
2339,TN16,7
2340,TN17,3
2341,TN18,2
2342,TN19,4
2343,TN2,8
2344,TN21,7
2345,TN22,4
2346,TN23,10
2347,TN24,14
2348,TN25,4
2349,TN26,1
2350,TN27,1
2351,TN28,4
2352,TN29,3
2353,TN3,1
2354,TN30,3
2355,TN31,1
2356,TN33,2
2357,TN34,8
2358,TN35,3
2359,TN36,1
2360,TN37,9
2361,TN38,3
2362,TN39,6
2363,TN4,6
2364,TN40,5
2365,TN5,1
2366,TN6,7
2367,TN8,3
2368,TN9,8
2369,TQ1,13
2370,TQ10,1
2371,TQ11,2
2372,TQ12,17
2373,TQ13,11
2374,TQ14,5
2375,TQ2,15
2376,TQ3,9
2377,TQ4,12
2378,TQ5,7
2379,TQ6,7
2380,TQ7,7
2381,TQ8,3
2382,TQ9,3
2383,TR1,14
2384,TR10,3
2385,TR11,9
2386,TR12,3
2387,TR13,5
2388,TR14,5
2389,TR15,12
2390,TR16,2
2391,TR18,10
2392,TR19,3
2393,TR2,3
2394,TR20,3
2395,TR21,2
2396,TR26,5
2397,TR27,6
2398,TR3,5
2399,TR6,2
2400,TR7,10
2401,TR8,2
2402,TR9,4
2403,TS1,12
2404,TS10,14
2405,TS11,2
2406,TS12,9
2407,TS13,3
2408,TS14,11
2409,TS15,5
2410,TS16,3
2411,TS17,14
2412,TS18,11
2413,TS19,10
2414,TS20,5
2415,TS21,5
2416,TS22,2
2417,TS23,8
2418,TS24,11
2419,TS25,14
2420,TS26,5
2421,TS269,1
2422,TS27,3
2423,TS28,1
2424,TS29,1
2425,TS3,8
2426,TS4,7
2427,TS5,10
2428,TS6,10
2429,TS7,6
2430,TS8,4
2431,TS9,3
2432,TW1,10
2433,TW10,2
2434,TW11,5
2435,TW12,5
2436,TW13,6
2437,TW14,7
2438,TW15,6
2439,TW16,6
2440,TW17,4
2441,TW18,8
2442,TW19,4
2443,TW2,7
2444,TW20,7
2445,TW3,8
2446,TW4,3
2447,TW5,7
2448,TW6,4
2449,TW7,8
2450,TW8,4
2451,TW9,11
2452,UB1,2
2453,UB10,6
2454,UB2,5
2455,UB3,10
2456,UB4,5
2457,UB5,8
2458,UB6,12
2459,UB7,6
2460,UB8,9
2461,UB9,5
2462,W1,24
2463,W10,5
2464,W11,7
2465,W12,18
2466,W13,7
2467,W14,7
2468,W2,20
2469,W3,17
2470,W4,10
2471,W5,14
2472,W6,16
2473,W7,4
2474,W8,5
2475,W9,5
2476,WA1,12
2477,WA10,12
2478,WA11,11
2479,WA12,5
2480,WA13,6
2481,WA14,10
2482,WA15,10
2483,WA16,9
2484,WA2,14
2485,WA3,11
2486,WA4,13
2487,WA5,17
2488,WA6,4
2489,WA7,21
2490,WA8,15
2491,WA9,14
2492,WC1,12
2493,WC2,10
2494,WD17,9
2495,WD18,5
2496,WD19,3
2497,WD23,5
2498,WD24,4
2499,WD25,6
2500,WD3,12
2501,WD4,1
2502,WD5,3
2503,WD6,15
2504,WD7,3
2505,WF1,16
2506,WF10,14
2507,WF11,4
2508,WF12,8
2509,WF13,3
2510,WF14,6
2511,WF15,2
2512,WF16,2
2513,WF17,8
2514,WF2,11
2515,WF3,5
2516,WF4,5
2517,WF5,5
2518,WF6,4
2519,WF7,4
2520,WF8,9
2521,WF9,9
2522,WN1,6
2523,WN2,10
2524,WN3,10
2525,WN4,6
2526,WN5,15
2527,WN6,11
2528,WN7,17
2529,WN8,10
2530,WR1,8
2531,WR10,5
2532,WR11,14
2533,WR14,13
2534,WR15,3
2535,WR2,7
2536,WR3,6
2537,WR4,8
2538,WR5,9
2539,WR6,1
2540,WR8,4
2541,WR9,10
2542,WS1,9
2543,WS10,11
2544,WS11,15
2545,WS12,5
2546,WS13,13
2547,WS14,5
2548,WS15,9
2549,WS2,8
2550,WS3,10
2551,WS4,1
2552,WS5,2
2553,WS6,4
2554,WS7,7
2555,WS8,5
2556,WS9,8
2557,WV1,6
2558,WV10,10
2559,WV11,9
2560,WV12,4
2561,WV13,6
2562,WV14,11
2563,WV15,6
2564,WV16,4
2565,WV2,4
2566,WV3,8
2567,WV4,3
2568,WV5,5
2569,WV6,7
2570,WV7,2
2571,WV8,4
2572,WV9,2
2573,YO1,8
2574,YO10,11
2575,YO11,9
2576,YO12,7
2577,YO13,1
2578,YO14,5
2579,YO15,6
2580,YO16,8
2581,YO17,7
2582,YO18,5
2583,YO19,2
2584,YO21,6
2585,YO22,4
2586,YO23,5
2587,YO24,10
2588,YO243,1
2589,YO25,4
2590,YO26,6
2591,YO30,10
2592,YO31,12
2593,YO32,9
2594,YO41,1
2595,YO42,3
2596,YO43,3
2597,YO51,2
2598,YO61,3
2599,YO62,3
2600,YO7,7
2601,YO8,14
2602,ZE1,2
2603,ZE2,2
